credits,faculty/0,is_lab,is_open,location,name,number,open_seats,section,semester,subject,total_seats,times/0/day,times/0/end_time,times/0/start_time,times/1/day,times/1/end_time,times/1/start_time,times/2/day,times/2/end_time,times/2/start_time,times/3/day,times/3/end_time,times/3/start_time,faculty/1,faculty/2,faculty/3,faculty/4
0,"Cramer, Susan J.",true,true,STEM 226,LABORATORY,242,5,O,2024_Spring,CHEM,10,R,16:59:00,14:00:00,,,,,,,,,,,,,
2,"Falcetta, Michael F.",false,true,STEM 160B Conference Room,INTRODUCTION TO MOLECULAR MODELING,245,3,A,2024_Spring,CHEM,12,R,15:59:00,14:00:00,,,,,,,,,,,,,
1,"Kriley, Charles E.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,270,0,A,2024_Spring,CHEM,0,,,,,,,,,,,,,,,,
4,"Falcetta, Michael F.",false,false,STEM 050,PHYSICAL CHEM OF BIOLOGICAL SYSTEMS,342,0,A,2024_Spring,CHEM,20,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
0,"Falcetta, Michael F.",true,true,STEM 050,LABORATORY,342,1,L,2024_Spring,CHEM,12,W,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Falcetta, Michael F.",true,true,STEM 050,LABORATORY,342,3,M,2024_Spring,CHEM,12,F,16:59:00,14:00:00,,,,,,,,,,,,,
4,"Augspurger, Joseph D.",false,true,STEM 050,MACROSCOPIC PHYSICAL CHEMISTRY:,346,10,A,2024_Spring,CHEM,16,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
0,"Augspurger, Joseph D.",true,true,STEM 050,LABORATORY,346,10,L,2024_Spring,CHEM,16,M,16:59:00,14:00:00,,,,,,,,,,,,,
4,"Shaw, Kevin L.",false,true,STEM 155,BIOCHEMISTRY II,352,1,A,2024_Spring,CHEM,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
0,"Shaw, Kevin L.",true,true,STEM 155,LABORATORY,352,1,L,2024_Spring,CHEM,20,M,16:59:00,13:00:00,,,,,,,,,,,,,
1,"Kriley, Charles E.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,A,2024_Spring,CHEM,0,,,,,,,,,,,,,,,,
1,"Falcetta, Michael F.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,B,2024_Spring,CHEM,0,,,,,,,,,,,,,,,,
1,"Wong, Ven Ney",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,C,2024_Spring,CHEM,0,,,,,,,,,,,,,,,,
2,"Homan, Timothy C.",false,false,HOYT 218,STUDY: MEDICINAL CHEMISTRY,390,0,A,2024_Spring,CHEM,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
2,"Kriley, Charles E.",false,true,STEM 160B Conference Room,TECH IN CHEM CLASSROOM AND LAB INST,402,11,A,2024_Spring,CHEM,12,T,16:30:00,14:45:00,,,,,,,,,,,,,
2,"Augspurger, Joseph D.",false,true,STEM 050,ADVANCED COMPUTATIONAL CHEMISTRY,445,16,A,2024_Spring,CHEM,20,T,11:50:00,11:00:00,R,11:50:00,11:00:00,,,,,,,,,,
2,"Cramer, Susan J.",false,true,STEM 140B Conference Room,ADVANCED MOLECULAR SPECTROSCOPY,453,7,A,2024_Spring,CHEM,12,T,09:05:00,08:15:00,R,09:05:00,08:15:00,,,,,,,,,,
2,"Foster, Peter Wesley PhD",false,true,STEM 226,ADVANCED SYNTHESIS LABORATORY,458,4,A,2024_Spring,CHEM,8,W,16:00:00,13:00:00,F,16:00:00,13:00:00,,,,,,,,,,
1,"Wong, Ven Ney",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,A,2024_Spring,CHEM,0,,,,,,,,,,,,,,,,
1,"Shaw, Kevin L.",false,true,STEM 140B Conference Room,BIOCHEMISTRY SEMINAR,487,1,A,2024_Spring,CHEM,6,W,13:50:00,13:00:00,,,,,,,,,,,,,
1,"Shaw, Kevin L.",false,true,STEM 140B Conference Room,BIOCHEMISTRY SEMINAR,487,1,B,2024_Spring,CHEM,6,F,13:50:00,13:00:00,,,,,,,,,,,,,
3,"Robbins, David William",false,false,SHAL 215,CHRIST AND CULTURE,228,0,A,2024_Spring,CMIN,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Shepson, Donald R. III",false,false,SHAL 212,DISCIPLESHIP AND EVANGELISM,248,0,A,2024_Spring,CMIN,25,M,20:30:00,18:00:00,,,,,,,,,,,,,
3,"Shepson, Donald R. III",false,true,SHAL 103,PRIN & PRAC OF PREACHING/TEACHING,322,14,A,2024_Spring,CMIN,20,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Robbins, David William",false,true,SHAL 215,ISSUES IN CONTEMPORARY MINISTRY,486,15,A,2024_Spring,CMIN,25,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Craig, Betsy J.",false,true,SHAL 115,PUBLIC SPEAKING & RHETORIC,104,1,A,2024_Spring,COMM,20,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Hansford, Jason L.",false,true,SHAL 112,PUBLIC SPEAKING & RHETORIC,104,1,B,2024_Spring,COMM,20,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
3,"Cherry, Heather Lynn",false,true,SHAL 114,WRITING FOR THE MEDIA,135,1,A,2024_Spring,COMM,20,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
3,"Barrios, Shannon N.",false,true,SHAL 306,RESEARCH METHODS IN COMM,212,3,A,2024_Spring,COMM,18,M,16:30:00,14:00:00,,,,,,,,,,,,,
3,"Barrios, Shannon N.",false,true,SHAL 209,PRINCIPLES OF MEDIA,215,1,A,2024_Spring,COMM,20,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Bandy, Gregory A.",false,true,SHAL 301,MEDIA CRITICISM,240,2,A,2024_Spring,COMM,18,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Ruby, Ashton T.",false,false,SHAL 207 COMM Dept - Media Prod Rm,AUDIO PRODUCTION,277,0,A,2024_Spring,COMM,12,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Eaton, Meredith Anne",false,true,SHAL 101,INTERPERSONAL COMMUNICATION,304,5,A,2024_Spring,COMM,20,T,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Barrios, Shannon N.",false,false,SHAL 201,PERSUASION THEORY,305,0,A,2024_Spring,COMM,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Miller, Kimberly M.",false,false,SHAL 116,CHRISTIAN FAITH & CINEMA,352,0,A,2024_Spring,COMM,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Miller, Kimberly M.",false,false,SHAL 209,SCREENWRITING,359,0,A,2024_Spring,COMM,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Barrios, Shannon N.",false,true,SHAL 115,MEDIA LAW & ETHICS,362,1,A,2024_Spring,COMM,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Ruby, Ashton T.",false,false,SHAL 207 COMM Dept - Media Prod Rm,VIDEO PRODUCTION,378,0,A,2024_Spring,COMM,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Bandy, Gregory A.",false,true,SHAL 207 COMM Dept - Media Prod Rm,ADVANCED VIDEO PRODUCTION,388,9,A,2024_Spring,COMM,15,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Bandy, Gregory A.",false,false,SHAL 207 COMM Dept - Media Prod Rm,SPECIAL EVENTS AND PROMOTIONS,405,0,A,2024_Spring,COMM,18,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Miller, Kimberly M.",false,false,SHAL 307 Seminar-14 Tables-10 Tablet Arm Desks,SOCIAL MEDIA WRITING,406,0,A,2024_Spring,COMM,15,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Miller, Kimberly M.",false,false,GCC Main Campus,INDEPENDENT STUDY,460,0,A,2024_Spring,COMM,0,,,,,,,,,,,,,,,,
3,"Bright, Myron W.",false,false,STEM 326,COMP PROGRAMMING I,141,0,A,2024_Spring,COMP,32,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Dellinger, Brian J.",false,false,SHAL 110,ETHICS FAITH AND CONSCIOUS MIND,205,0,A,2024_Spring,COMP,32,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Bright, Myron W.",false,true,On Line Course,PYTHON PROGRAMMING,211,5,A,2024_Spring,COMP,32,,,,,,,,,,,,,,,,
3,"Johnson, Ethan Joseph",false,true,STEM 376,COMP PROGRAMMING II,220,3,A,2024_Spring,COMP,32,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Johnson, Ethan Joseph",false,false,STEM 376,COMP PROGRAMMING II,220,0,B,2024_Spring,COMP,32,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Dickinson, Brian C",false,false,STEM 326,ADVANCED PROGRAMMING,230,0,A,2024_Spring,COMP,32,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Dickinson, Brian C",false,false,STEM 326,ADVANCED PROGRAMMING,230,0,B,2024_Spring,COMP,32,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
1,"Zhang, He",false,false,GCC Main Campus,INDEPENDENT RESEARCH,270,0,A,2024_Spring,COMP,0,,,,,,,,,,,,,,,,
3,"Johnson, Ethan Joseph",false,true,STEM 326,AUTOMATA THEORY,314,9,A,2024_Spring,COMP,35,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Zhang, He",false,true,SHAL 112,OPERATING SYSTEMS,340,6,A,2024_Spring,COMP,28,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Zhang, He",false,false,SHAL 210,OPERATING SYSTEMS,340,0,B,2024_Spring,COMP,28,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Zhang, He",false,false,STEM 376,DATA COMM & NETWORKING,342,0,A,2024_Spring,COMP,23,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Zhang, He",false,false,STEM 376,DATA COMM & NETWORKING,342,0,B,2024_Spring,COMP,23,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Hutchins, Jonathan O.",false,false,STEM 326,SOFTWARE ENGINEERING,350,0,A,2024_Spring,COMP,23,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Hutchins, Jonathan O.",false,true,STEM 326,SOFTWARE ENGINEERING,350,9,B,2024_Spring,COMP,23,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
1,"Dickinson, Brian C",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,A,2024_Spring,COMP,0,,,,,,,,,,,,,,,,
3,"Dickinson, Brian C",false,false,STEM 376,PARALLEL AND DISTRIBUTED COMPUTING,424,0,A,2024_Spring,COMP,37,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Wolfe, Britton D.",false,true,SHAL 116,INTRO TO ARTIFICIAL INTELLIGENCE,445,12,A,2024_Spring,COMP,35,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Dellinger, Brian J.",false,true,STEM 326,NETWORKED GAME DESIGN/DEV,447,13,A,2024_Spring,COMP,35,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Wolfe, Britton D.",false,true,STEM 376,SENIOR PROJECT II,452,1,A,2024_Spring,COMP,40,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Dellinger, Brian J.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,A,2024_Spring,COMP,0,,,,,,,,,,,,,,,,
1,"Hutchins, Jonathan O.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,B,2024_Spring,COMP,0,,,,,,,,,,,,,,,,
3,"Johnson, Ethan Joseph",false,true,STEM 376,ADVANCED SECURITY,475,23,A,2024_Spring,COMP,35,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Day, Leah Margaret",false,false,PFAC 45 Classroom,INTRO TO VISUAL COMM DESIGN,101,0,A,2024_Spring,DESI,18,M,17:15:00,16:00:00,W,17:15:00,16:00:00,,,,,,,,,,
3,"Day, Leah Margaret",false,true,PFAC 45 Classroom,INTRO TO VISUAL COMM DESIGN,101,6,B,2024_Spring,DESI,18,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Mucha, Nathanael E.",false,false,PFAC 45 Classroom,VISUAL COMMUNICATION DESIGN II,202,0,A,2024_Spring,DESI,15,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,SHAL 207 COMM Dept - Media Prod Rm,VISUAL COMMUNICATION DESIGN II,202,10,B,2024_Spring,DESI,15,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Mucha, Nathanael E.",false,false,PFAC 45 Classroom,WEBSITE DEVELOPMENT FOR DESIGNERS,207,0,A,2024_Spring,DESI,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Hammond, Ryan Michael",false,false,SHAL 204,INTERACTIVE DESIGN AND USER EXP,210,0,A,2024_Spring,DESI,15,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Mucha, Nathanael E.",false,true,PFAC 45 Classroom,VISUAL COMMUNICATION DESIGN III,301,2,A,2024_Spring,DESI,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Wolfe, Britton D.",false,true,STEM 376,INTRO TO DATA SCIENCE,201,14,A,2024_Spring,DSCI,35,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Hutchins, Jonathan O.",false,true,STEM 326,INTRODUCTION TO BIG DATA,431,4,A,2024_Spring,DSCI,35,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Dickinson, Brian C",false,true,STEM 140B Conference Room,APPLIED MODELING AND VISUALIZATION,450,13,A,2024_Spring,DSCI,16,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 308,PRIN OF ECONOMICS-MICRO,101,3,A,2024_Spring,ECON,50,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 208,PRIN OF ECONOMICS-MICRO,101,23,B,2024_Spring,ECON,50,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Newman, Jonathan",false,true,On Line Course,PRIN OF ECONOMICS-MICRO,101,1,C,2024_Spring,ECON,15,,,,,,,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 308,PRIN OF ECONOMICS-MACRO,102,22,A,2024_Spring,ECON,40,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 308,PRIN OF ECONOMICS-MACRO,102,4,B,2024_Spring,ECON,40,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,SHAL 316,FOUNDATIONS OF ECONOMICS,120,18,A,2024_Spring,ECON,40,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Ritenour, Shawn R.",false,true,SHAL 316,FOUNDATIONS OF ECONOMICS,120,25,B,2024_Spring,ECON,40,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
1,"Frank, Peter M.",false,true,SHAL 103,STUDY: PHIL FOUND OF A FREE SOCIETY,290,5,A,2024_Spring,ECON,20,R,16:50:00,16:00:00,,,,,,,,,,,,,
1,"Rider, Robert A. Jr.",false,true,GCC Main Campus,STUDY: FAITH & FREEDOM CONFERENCE,290,44,B,2024_Spring,ECON,50,,,,,,,,,,,,,,,,
3,"Ritenour, Shawn R.",false,true,SHAL 323,INTERMEDIATE MACROECONOMICS,302,3,A,2024_Spring,ECON,24,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Fuller, Caleb Stephen",false,true,SHAL 301,PUBLIC POLICY,309,10,A,2024_Spring,ECON,24,W,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Fuller, Caleb Stephen",false,true,"Rathburn Hall, Seminar Room",INTRODUCTION TO ECONOMETRICS,342,15,A,2024_Spring,ECON,24,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 204,STUDY: US ECONOMIC HISTORY,390,13,A,2024_Spring,ECON,24,M,21:00:00,18:30:00,,,,,,,,,,"Newman, Patrick T",,,
3,"Ritenour, Shawn R.",false,true,SHAL 209,HIST ECON THOUGHT SINCE 1870,408,10,A,2024_Spring,ECON,24,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Herbener, Jeffrey M.",false,true,SHAL 215,FINANCIAL MARKETS AND INSTITUTIONS,456,16,A,2024_Spring,ECON,24,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Herbener, Jeffrey M.",false,false,GCC Main Campus,INDEPENDENT STUDY,460,0,A,2024_Spring,ECON,0,,,,,,,,,,,,,,,,
3,"Chapman, Jarrett M.",false,true,SHAL 116,INTRO TO THE TEACHING PROFESSION,202,8,A,2024_Spring,EDUC,30,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Chapman, Jarrett M.",false,true,SHAL 116,INTRO TO THE TEACHING PROFESSION,202,14,B,2024_Spring,EDUC,30,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Nichols, Constance E.",false,false,SHAL 114,CULTURALLY RELEVANT PEDAGOGY,203,0,A,2024_Spring,EDUC,30,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,"Munson, Jolene K",,,
3,"Long, Derek T.",false,true,SHAL 103,CULTURALLY RELEVANT PEDAGOGY,203,16,B,2024_Spring,EDUC,30,R,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Fecich, Samantha J.",false,true,SHAL 209,TECHNOLOGIES OF INSTRUCTION,204,18,A,2024_Spring,EDUC,24,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Fecich, Samantha J.",false,true,SHAL 209,TECHNOLOGIES OF INSTRUCTION,204,1,B,2024_Spring,EDUC,22,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
2,"Jefferis, Jacob Paul",false,true,SHAL 115,SECONDARY CURRICULUM AND INSTRUCT I,215,12,A,2024_Spring,EDUC,20,R,20:00:00,18:00:00,,,,,,,,,,,,,
2,"Heisey, Natalie D.",false,false,SHAL 105,ADOLESCENT LITERATURE,228,0,A,2024_Spring,EDUC,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,A,2024_Spring,EDUC,4,M,09:20:00,08:30:00,W,09:20:00,08:30:00,F,09:20:00,08:30:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,B,2024_Spring,EDUC,4,M,10:10:00,09:20:00,W,10:10:00,09:20:00,F,10:10:00,09:20:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,C,2024_Spring,EDUC,5,M,10:59:00,10:10:00,W,10:59:00,10:10:00,F,10:59:00,10:10:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,D,2024_Spring,EDUC,4,T,09:45:00,08:30:00,R,09:45:00,08:30:00,,,,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,E,2024_Spring,EDUC,4,T,10:59:00,09:45:00,R,10:59:00,09:45:00,,,,,,,,,,
1,"Munson, Jolene K",false,true,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,2,F,2024_Spring,EDUC,3,M,13:20:00,12:30:00,W,13:20:00,12:30:00,F,13:20:00,12:30:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,G,2024_Spring,EDUC,3,M,14:10:00,13:20:00,W,14:10:00,13:20:00,F,14:10:00,13:20:00,,,,,,,
1,"Munson, Jolene K",false,false,SHAL 104 Early Childhood Learning Center,EARLY CHILDHOOD FIELD EXPERIENCE,281,0,H,2024_Spring,EDUC,3,M,14:59:00,14:10:00,W,14:59:00,14:10:00,F,14:59:00,14:10:00,,,,,,,
2,"Senita, Karyn E.",false,true,SHAL 209,SEC ENG/HIST/LANG CURRIC & INSTR II,316,9,A,2024_Spring,EDUC,20,R,17:45:00,15:45:00,,,,,,,,,,,,,
1,"Lamie, Melissa D.",false,false,SHAL 301,PHYSICAL EDUCATION FOR ELEM EDUC.,318,0,A,2024_Spring,EDUC,26,W,12:50:00,12:00:00,,,,,,,,,,,,,
1,"Heisey, Natalie D.",false,false,SHAL 116,THE USE OF ART IN THE CLASSROOM,319,0,A,2024_Spring,EDUC,25,F,12:50:00,12:00:00,,,,,,,,,,,,,
3,"Heisey, Natalie D.",false,true,SHAL 323,PRIMARY READING INSTRUCTION,323,6,A,2024_Spring,EDUC,24,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Dreves, Susan M.",false,false,SHAL 105,TEACHING ELEM SCIENCE/HEALTH,325,0,A,2024_Spring,EDUC,25,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Dreves, Susan M.",false,true,SHAL 105,TEACHING ELEM SCIENCE/HEALTH,325,3,B,2024_Spring,EDUC,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Nichols, Constance E.",false,true,SHAL 105,UPPER ELEM/MID READING INST. & ELA,326,1,A,2024_Spring,EDUC,25,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Nichols, Constance E.",false,false,SHAL 105,UPPER ELEM/MID READING INST. & ELA,326,0,B,2024_Spring,EDUC,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Munson, Jolene K",false,true,SHAL 112,TEACHING ELEM MATH,327,2,A,2024_Spring,EDUC,30,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
2,"Heisey, Natalie D.",false,true,SHAL 111,SURVEY OF CHILDREN'S LITERATURE,328,1,A,2024_Spring,EDUC,24,M,15:50:00,15:00:00,W,15:50:00,15:00:00,,,,,,,,,,
3,"Rupnik, Elizabeth J.",false,true,SHAL 101,EARLY CHILDHOOD CURR & INSTRUCT,342,3,A,2024_Spring,EDUC,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Chapman, Jarrett M.",false,true,SHAL 101,EDUCATION FOR THE MISSION FIELD,350,1,A,2024_Spring,EDUC,20,M,15:59:00,15:00:00,,,,,,,,,,,,,
1,"Senita, Karyn E.",false,true,GCC Main Campus,SECONDARY FIELD EXPER (1ST LEVEL),371,25,A,2024_Spring,EDUC,30,,,,,,,,,,,,,,,,
1,"Senita, Karyn E.",false,true,GCC Main Campus,SECONDARY FIELD EXPER (3RD LEVEL),375,4,A,2024_Spring,EDUC,15,,,,,,,,,,,,,,,,
1,"Munson, Jolene K",false,true,GCC Main Campus,FIRST LEVEL FIELD EXPERIENCE,381,30,A,2024_Spring,EDUC,50,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,GCC Main Campus,SECOND LEVEL FIELD EXPERIENCE,382,32,A,2024_Spring,EDUC,55,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,GCC Main Campus,THIRD LEVEL FIELD EXPERIENCE,383,22,A,2024_Spring,EDUC,50,,,,,,,,,,,,,"Martin, Tammi S.",,,
1,"Munson, Jolene K",false,true,SHAL 104 Early Childhood Learning Center,EARLY CHLDHD FIELD EXP (2ND LEVEL),385,2,A,2024_Spring,EDUC,5,,,,,,,,,,,,,,,,
3,"Munson, Jolene K",false,true,SHAL 101,LEADERSHIP FOR TEACHERS,440,3,A,2024_Spring,EDUC,14,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,"Nichols, Constance E.",,,
16,"Culbertson, Linda D.",false,true,SHAL 110,STUDENT TEACHING,450,29,A,2024_Spring,EDUC,50,M,17:00:00,16:00:00,,,,,,,,,,,,,
1,"Culbertson, Linda D.",false,false,GCC Main Campus,INDEPENDENT STUDY,460,0,A,2024_Spring,EDUC,0,,,,,,,,,,,,,,,,
3,"Culbertson, Linda D.",false,true,SHAL 305 Seminar-14 Tables-10 Tablet Arm Desks,SEMINAR: ISSUES IN EDUCATION,488,9,A,2024_Spring,EDUC,24,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Culbertson, Linda D.",false,true,SHAL 305 Seminar-14 Tables-10 Tablet Arm Desks,SEMINAR: ISSUES IN EDUCATION,488,14,B,2024_Spring,EDUC,24,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Christman, Alan M.",false,true,"HOYT 113 Classroom
R 9:30 AM-11:55 AM;  HOYT 113 Classroom",LINEAR CIRCUITS II,202,14,A,2024_Spring,ELEE,30,T,10:45:00,09:30:00,R,11:55:00,09:30:00,,,,,,,,,,
3,"Bright, Myron W.",false,true,HOYT 218,DIGITAL LOGIC,204,8,A,2024_Spring,ELEE,28,M,08:50:00,08:00:00,W,08:50:00,08:00:00,,,,,,,,,,
0,"Bright, Myron W.",true,true,HOYT 212,LABORATORY,204,2,L,2024_Spring,ELEE,22,R,16:00:00,14:00:00,,,,,,,,,,,,,
3,"Rumbaugh, Luke Keith",false,true,HOYT 113 Classroom,SIGNAL ANALYSIS,221,5,A,2024_Spring,ELEE,30,M,09:50:00,09:00:00,W,09:50:00,09:00:00,,,,,,,,,,
0,"Rumbaugh, Luke Keith",true,true,HOYT 212,LABORATORY,221,5,L,2024_Spring,ELEE,30,F,09:59:00,08:00:00,,,,,,,,,,,,,
