credits,faculty/0,is_lab,is_open,location,name,number,open_seats,section,semester,subject,total_seats,times/0/day,times/0/end_time,times/0/start_time,times/1/day,times/1/end_time,times/1/start_time,times/2/day,times/2/end_time,times/2/start_time,times/3/day,times/3/end_time,times/3/start_time,faculty/1,faculty/2,faculty/3,faculty/4
3,"Killam, Jason S",false,false,SHAL 201,INTERMEDIATE SPANISH I,201,0,B,2023_Fall,SPAN,24,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Carruth, Melissa",false,true,SHAL 201,INTERMEDIATE SPANISH I,201,3,C,2023_Fall,SPAN,24,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Carruth, Melissa",false,true,SHAL 201,INTERMEDIATE SPANISH I,201,9,D,2023_Fall,SPAN,24,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Carruth, Melissa",false,false,SHAL 201,CONVERSATION,303,0,A,2023_Fall,SPAN,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Killam, Jason S",false,true,SHAL 101,ADVANCED COMMUNICATION,306,9,A,2023_Fall,SPAN,15,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Carruth, Melissa",false,true,SHAL 201,INDEPEND NATIONAL IDENT IN LATIN AM,325,12,A,2023_Fall,SPAN,15,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Knupp, April M",false,true,SHAL 201,HISPANICS IN THE U.S.,344,4,A,2023_Fall,SPAN,15,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
2,"Dudt, Jan F.",false,false,SHAL 210,"SCIENCE, FAITH, AND TECHNOLOGY",212,0,A,2023_Fall,SSFT,40,M,12:50:00,12:00:00,W,12:50:00,12:00:00,,,,,,,,,,
2,"Dudt, Jan F.",false,false,SHAL 210,"SCIENCE, FAITH, AND TECHNOLOGY",212,0,B,2023_Fall,SSFT,40,M,13:50:00,13:00:00,W,13:50:00,13:00:00,,,,,,,,,,
2,"Marsch, Glenn A.",false,false,SHAL 110,"SCIENCE, FAITH, AND TECHNOLOGY",212,0,C,2023_Fall,SSFT,40,T,19:40:00,18:00:00,,,,,,,,,,,,,
2,"Marsch, Glenn A.",false,false,SHAL 110,"SCIENCE, FAITH, AND TECHNOLOGY",212,0,D,2023_Fall,SSFT,40,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,,,,
3,"Smith, John D.",false,true,SHAL 312,STATISTICAL METHODS I,131,6,A,2023_Fall,STAT,30,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Smith, John D.",false,false,SHAL 312,STATISTICAL METHODS I,131,0,B,2023_Fall,STAT,35,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Smith, Stephanie Ann",false,true,SHAL 115,STATISTICAL METHODS I,131,4,C,2023_Fall,STAT,30,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Crute, Christy L.",false,true,On Line Course,STATISTICAL METHODS I,131,12,D,2023_Fall,STAT,25,,,,,,,,,,,,,,,,
3,"Drai, Remi",false,true,SHAL 312,THEORY OF STATISTICS I,331,23,A,2023_Fall,STAT,30,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Flanders, Steven Todd",false,true,SHAL 305 Seminar-14 Tables-10 Tablet Arm Desks,DATA ANALYSIS RESEARCH METHODS,412,5,A,2023_Fall,STAT,10,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
1,"Garvey, Kevin A.",false,true,PLC Dance Studio,BALLROOM DANCING - MEN,209,11,A,2023_Fall,THEA,20,F,14:50:00,14:00:00,,,,,,,,,,,,,
1,"Garvey, Kevin A.",false,true,PLC Dance Studio,BALLROOM DANCING - WOMEN,209,2,B,2023_Fall,THEA,20,F,14:50:00,14:00:00,,,,,,,,,,,,,
1,"Garvey, Kevin A.",false,true,PLC Dance Studio,BEGINNING DANCE,211,25,A,2023_Fall,THEA,35,F,12:50:00,12:00:00,,,,,,,,,,,,,
1,"Garvey, Kevin A.",false,true,PLC Dance Studio,INTERMEDIATE DANCE,213,25,A,2023_Fall,THEA,35,F,15:50:00,15:00:00,,,,,,,,,,,,,
3,"Craig, Betsy J.",false,true,PFAC 21 Classroom,ACTING,251,9,A,2023_Fall,THEA,20,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
1,"Craig, Betsy J.",false,true,PFAC Pew Fine Arts Center - Auditorium,THEATRE PRACTICUM,259,16,A,2023_Fall,THEA,20,,,,,,,,,,,,,,,,
3,"Wolfe, Daniel L.",false,false,PFAC Pew Fine Arts Center - Auditorium,STAGECRAFT,261,0,A,2023_Fall,THEA,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Craig, Betsy J.",false,true,"SHAL 109 Tablet Chairs w/multimedia
TR 2:00 PM-3:15 PM;  PFAC 21 Classroom",STAGE DIRECTION,320,5,A,2023_Fall,THEA,10,T,15:15:00,14:00:00,R,15:15:00,14:00:00,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,
3,"Rawl, Michael S.",false,false,SHAL 105,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,A,2023_Fall,WRIT,20,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Loretto, Adam Jacob",false,false,SHAL 105,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,B,2023_Fall,WRIT,20,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Loretto, Adam Jacob",false,false,SHAL 105,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,C,2023_Fall,WRIT,20,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Shepherd, Anne M",false,false,SHAL 105,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,D,2023_Fall,WRIT,20,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Shepherd, Anne M",false,false,SHAL 109 Tablet Chairs w/multimedia,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,E,2023_Fall,WRIT,20,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Shepherd, Anne M",false,false,SHAL 109 Tablet Chairs w/multimedia,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,F,2023_Fall,WRIT,20,M,15:50:00,15:00:00,W,15:50:00,15:00:00,F,15:50:00,15:00:00,,,,,,,
3,"Mayo, Joshua Andrew",false,true,SHAL 215,FOUNDATIONS OF ACADEMIC DISCOURSE,101,1,G,2023_Fall,WRIT,20,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
3,"Waha, Kristen B.",false,true,SHAL 215,FOUNDATIONS OF ACADEMIC DISCOURSE,101,1,H,2023_Fall,WRIT,20,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Rawl, Virginia C.",false,true,SHAL 101,FOUNDATIONS OF ACADEMIC DISCOURSE,101,1,I,2023_Fall,WRIT,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Rawl, Virginia C.",false,false,SHAL 212,FOUNDATIONS OF ACADEMIC DISCOURSE,101,0,J,2023_Fall,WRIT,20,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Potter, Eric A.",false,true,SHAL 307 Seminar-14 Tables-10 Tablet Arm Desks,CREATIVE WRITING,271,1,A,2023_Fall,WRIT,15,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Bilbro, Jeffrey L",false,true,SHAL 209,PROFESSIONAL EDITING,320,1,A,2023_Fall,WRIT,15,T,15:15:00,14:00:00,R,15:15:00,14:00:00,,,,,,,,,,
3,"Miller, Kimberly M.",false,true,SHAL 323,NOVEL WRITING,358,1,A,2023_Fall,WRIT,15,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
3,"Shepherd, Anne M",false,true,SHAL 209,SHORT STORY WRITING,383,9,A,2023_Fall,WRIT,15,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
0,,false,false,GCC Main Campus,Faculty Load Relief,103,0,R,2023_Fall,ZLOAD,0,,,,,,,,,,,,,,,,
0,"Dellinger, Brian J.",false,false,GCC Main Campus,Faculty Load Relief,103,0,S,2023_Fall,ZLOAD,0,,,,,,,,,,,,,,,,
0,"Dellinger, Brian J.",false,false,GCC Main Campus,Faculty Load Relief,103,0,T,2023_Fall,ZLOAD,0,,,,,,,,,,,,,,,,
0,"Kriley, Charles E.",false,false,GCC Main Campus,Faculty Load Relief,103,0,U,2023_Fall,ZLOAD,0,,,,,,,,,,,,,,,,
0,"Crute, Christy L.",false,false,GCC Main Campus,Faculty Load Relief,103,0,V,2023_Fall,ZLOAD,0,,,,,,,,,,,,,,,,
0,,false,false,GCC Main Campus,Faculty Load Relief,103,0,W,2023_Fall,ZLOAD,0,,,,,,,,,,,,,,,,
3,"Wood, Darren",false,true,On Line Course,STUDIES IN BIOLOGY,390,22,A,2023_Winter_Online,BIOL,25,,,,,,,,,,,,,,,,
3,"Miller, Kimberly M.",false,true,On Line Course,WRITING FOR THE MEDIA,135,21,A,2023_Winter_Online,COMM,25,,,,,,,,,,,,,,,,
3,"Bandy, Gregory A.",false,false,GCC Main Campus,INTERNSHIP IN COMMUNICATION STUDIES,480,0,A,2023_Winter_Online,COMM,0,,,,,,,,,,,,,,,,
3,"Hammond, Ryan Michael",false,false,On Line Course,INTRO TO VISUAL COMM DESIGN,101,0,A,2023_Winter_Online,DESI,15,,,,,,,,,,,,,,,,
3,"Day, Leah Margaret",false,true,On Line Course,DESIGN SOFTWARE FOR BEGINNERS,110,3,A,2023_Winter_Online,DESI,15,,,,,,,,,,,,,,,,
3,"Nichols, Constance E.",false,true,On Line Course,CULTURALLY RELEVANT PEDAGOGY,203,14,A,2023_Winter_Online,EDUC,25,,,,,,,,,,,,,"Heisey, Natalie D.","Munson, Jolene K",,
1,"Nichols, Constance E.",false,true,Off Campus Course,FIELD EXPERIENCE IN EDUCATION,387,21,A,2023_Winter_Online,EDUC,25,,,,,,,,,,,,,,,,
3,"Dixon, John Mark",false,true,On Line Course,NUMERICAL COMPUTING FOR ENGINEERS,120,16,A,2023_Winter_Online,ENGR,25,,,,,,,,,,,,,,,,
3,"Sweet, Timothy J.",false,false,GCC Main Campus,INTERNSHIP IN ENTREPRENEURSHIP,480,0,A,2023_Winter_Online,ENTR,0,,,,,,,,,,,,,,,,
3,"Ault, Dana L.",false,true,On Line Course,INTRODUCTION TO NUTRITION,134,11,A,2023_Winter_Online,EXER,25,,,,,,,,,,,,,,,,
3,"Prins, Philip J.",false,true,On Line Course,DIETARY SUPPLEMENTS,240,13,A,2023_Winter_Online,EXER,25,,,,,,,,,,,,,,,,
3,"Prins, Philip J.",false,true,On Line Course,NUTRITION AND HEALTH,244,12,A,2023_Winter_Online,EXER,25,,,,,,,,,,,,,,,,
3,"Ault, Dana L.",false,true,On Line Course,LIFE CYCLE NUTRITION,344,13,A,2023_Winter_Online,EXER,25,,,,,,,,,,,,,,,,
3,"Mitchell, Andrew J.",false,true,On Line Course,STUDY: HISTORY OF PIRACY,390,16,A,2023_Winter_Online,HIST,25,,,,,,,,,,,,,,,,
1,"Mitchell, Andrew J.",false,false,GCC Main Campus,INTERNSHIP IN HISTORY,480,0,A,2023_Winter_Online,HIST,0,,,,,,,,,,,,,,,,
3,"Byun, Seulgi L.",false,false,On Line Course,CHRISTIANITY AND CIVILIZATION,303,0,A,2023_Winter_Online,HUMA,20,,,,,,,,,,,,,,,,
3,"McIntyre, Dale L.",false,true,On Line Course,PRE CALCULUS,111,10,A,2023_Winter_Online,MATH,25,,,,,,,,,,,,,,,,
3,"Duca, Stephen V",false,true,On Line Course,PRINCIPLES OF MANAGEMENT,103,17,A,2023_Winter_Online,MNGT,25,,,,,,,,,,,,,,,,
3,"Biddle, Wayne A.",false,true,On Line Course,"BUSINESS, ETHICS, & SOCIETY",214,12,A,2023_Winter_Online,MNGT,25,,,,,,,,,,,,,,,,
3,"Franklin, Christopher E",false,true,On Line Course,GENERAL LOGIC,211,1,A,2023_Winter_Online,PHIL,15,,,,,,,,,,,,,,,,
3,"Homan, Kristin N.",false,true,On Line Course,FOUNDATIONS OF PSYC SCIENCE,101,14,A,2023_Winter_Online,PSYC,25,,,,,,,,,,,,,,,,
4,"Brower, Shane C.",false,false,On Line Course,FUNDAMENTALS OF THE UNIVERSE,201,0,A,2023_Winter_Online,SCIC,25,,,,,,,,,,,,,,,,
0,"Brower, Shane C.",true,false,On Line Course,LABORATORY,201,0,L,2023_Winter_Online,SCIC,25,,,,,,,,,,,,,,,,
4,"Falcetta, Michael F.",false,false,On Line Course,"ATOMS, MOLECULES & MATERIAL WORLD",203,0,A,2023_Winter_Online,SCIC,25,,,,,,,,,,,,,,,,
0,"Falcetta, Michael F.",true,false,On Line Course,LABORATORY,203,0,L,2023_Winter_Online,SCIC,25,,,,,,,,,,,,,,,,
3,"Hollenberger, Jennifer C.",false,true,On Line Course,FOUNDATIONS OF SOCIAL WORK,101,17,A,2023_Winter_Online,SOCW,25,,,,,,,,,,,,,,,,
0,"Inman, John G.",false,false,Off Campus Course,STUDY ABROAD,300,0,A,2024_Spring,ABRD,6,,,,,,,,,,,,,,,,
3,"Graybill, Keith B.",false,true,SHAL 308,PRINCIPLES OF ACCOUNTING II,202,15,A,2024_Spring,ACCT,30,T,16:45:00,15:30:00,R,16:45:00,15:30:00,,,,,,,,,,
3,"Graybill, Keith B.",false,false,SHAL 309,PRINCIPLES OF ACCOUNTING II,202,0,B,2024_Spring,ACCT,30,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Shultz, Tricia Michele",false,true,SHAL 309,PRINCIPLES OF ACCOUNTING II,202,5,C,2024_Spring,ACCT,30,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Shultz, Tricia Michele",false,true,SHAL 309,PRINCIPLES OF ACCOUNTING II,202,16,D,2024_Spring,ACCT,30,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
3,"Graybill, Keith B.",false,false,SHAL 309,PRINCIPLES OF ACCOUNTING II,202,0,E,2024_Spring,ACCT,30,M,14:50:00,14:00:00,W,14:50:00,14:00:00,F,14:50:00,14:00:00,,,,,,,
3,"Graybill, Keith B.",false,true,SHAL 216,INTERMEDIATE ACCOUNTING II,302,5,A,2024_Spring,ACCT,30,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
3,"Stone, Jennifer Nicole",false,true,SHAL 306,ACCT INFORMATION SYSTEMS,321,4,A,2024_Spring,ACCT,28,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Shultz, Tricia Michele",false,true,SHAL 306,INDIVIDUAL & CORPORATE TAX ACCT.,407,6,A,2024_Spring,ACCT,30,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Stone, Jennifer Nicole",false,true,SHAL 306,CONTEMP ACCT THEORY/PRACTICE,410,11,A,2024_Spring,ACCT,15,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
5,"Stone, Jennifer Nicole",false,false,GCC Main Campus,INTERNSHIP IN ACCOUNTING,480,0,A,2024_Spring,ACCT,0,,,,,,,,,,,,,,,,
3,"Bauer, Christian Jr.",false,false,PFAC 47 Classroom,CERAMICS I WHEEL,104,0,A,2024_Spring,ART,12,T,21:00:00,18:30:00,,,,,,,,,,,,,
3,"Sanders, Glen E.",false,true,PFAC 47 Classroom,INTRODUCTION TO SCULPTURE,111,1,A,2024_Spring,ART,13,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Carter, Beverly H.",false,true,PFAC 69,HIST & APPREC OF ART II,202,10,A,2024_Spring,ART,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Bauer, Christian Jr.",false,false,PFAC 47 Classroom,CERAMICS II,207,0,A,2024_Spring,ART,12,W,21:00:00,18:30:00,,,,,,,,,,,,,
1,"Sanders, Glen E.",false,false,GCC Main Campus,INDEPENDENT STUDY,260,0,A,2024_Spring,ART,0,,,,,,,,,,,,,,,,
3,"Walczak, Hilary Rose",false,true,SHAL 101,GALLERY STUDIES,320,4,A,2024_Spring,ART,15,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Sanders, Glen E.",false,false,PFAC 47 Classroom,STUDY: MIXED MEDIA DRAWING & PAINT,390,0,A,2024_Spring,ART,15,T,13:45:00,12:30:00,R,13:45:00,12:30:00,,,,,,,,,,
3,"Sanders, Glen E.",false,false,PFAC 47 Classroom,STUDY: INTRODUCTION TO CERAMICS,390,0,B,2024_Spring,ART,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
3,"Clem, James L.",false,true,STEM 155,INTRO TO STARS/GALAXIES/COSMOLOGY,207,6,A,2024_Spring,ASTR,25,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Clem, James L.",false,true,On Line Course,INTRO TO STARS/GALAXIES/COSMOLOGY,207,4,B,2024_Spring,ASTR,25,,,,,,,,,,,,,,,,
4,"Dudt, Jan F.",false,true,SHAL 108  w/multimedia,GENERAL BIOLOGY II,102,18,A,2024_Spring,BIOL,56,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,"Jenkins, Stephen P.",,,
4,"Dudt, Jan F.",false,false,SHAL 108  w/multimedia,GENERAL BIOLOGY II,102,0,B,2024_Spring,BIOL,56,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,"Jenkins, Stephen P.",,,
0,"Jenkins, Stephen P.",true,true,STEM 145,LABORATORY,102,1,L,2024_Spring,BIOL,28,M,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Strain, Joy G.",true,true,STEM 145,LABORATORY,102,7,M,2024_Spring,BIOL,28,T,12:30:00,09:30:00,,,,,,,,,,,,,
0,"Dudt, Jan F.",true,true,STEM 145,LABORATORY,102,1,N,2024_Spring,BIOL,28,T,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Strain, Joy G.",true,true,STEM 145,LABORATORY,102,9,O,2024_Spring,BIOL,28,R,16:59:00,14:00:00,,,,,,,,,,,,,
1,"Wood, Darren",false,true,SHAL 206,INTRO TO BIOLOGY (NON-HEALTH),180,7,A,2024_Spring,BIOL,30,R,10:45:00,09:30:00,,,,,,,,,,,,,
1,"Farone, Tracy S.",false,true,STEM 245,INTRODUCTION TO BIOLOGY - HEALTH,182,2,A,2024_Spring,BIOL,30,W,14:59:00,13:00:00,,,,,,,,,,,,,
4,"Pazehoski, Kristina O.",false,true,"Ketler Technological Learning Center, Auditorium",CELL BIOLOGY,234,6,A,2024_Spring,BIOL,75,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,"Stauff, Devin Lee",,,
0,"Stauff, Devin Lee",true,true,STEM 155,LABORATORY,234,6,L,2024_Spring,BIOL,19,T,11:29:00,08:30:00,,,,,,,,,,,,,
0,"Yowler, Brian C.",true,false,STEM 155,LABORATORY,234,0,M,2024_Spring,BIOL,19,T,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Stauff, Devin Lee",true,true,STEM 155,LABORATORY,234,9,N,2024_Spring,BIOL,19,R,11:29:00,08:30:00,,,,,,,,,,,,,
0,"Yowler, Brian C.",true,false,STEM 155,LABORATORY,234,0,O,2024_Spring,BIOL,19,R,18:29:00,15:30:00,,,,,,,,,,,,,
1,"Pazehoski, Kristina O.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,270,0,A,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Farone, Tracy S.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,270,0,B,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
3,"Farone, Tracy S.",false,true,"STEM 245 
F 1:00 PM-2:59 PM;  STEM 245",STUDY: INTRODUCTION TO APICULTURE,290,8,A,2024_Spring,BIOL,25,R,13:20:00,12:30:00,F,14:59:00,13:00:00,,,,,,,,,,
4,"Antoszewski, Lisa M.",false,false,STEM 245,DEVELOPMENTAL BIOLOGY,302,0,A,2024_Spring,BIOL,20,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
0,"Antoszewski, Lisa M.",true,false,STEM 245,LABORATORY,302,0,L,2024_Spring,BIOL,20,T,16:59:00,14:00:00,,,,,,,,,,,,,
4,"Wood, Darren",false,true,SHAL 103,CONSERVATION/WILDLIFE BIOLOGY,320,5,A,2024_Spring,BIOL,24,M,08:50:00,08:00:00,W,08:50:00,08:00:00,F,08:50:00,08:00:00,,,,,,,
0,"Wood, Darren",true,true,STEM 126,LABORATORY,320,5,L,2024_Spring,BIOL,24,M,16:59:00,14:00:00,,,,,,,,,,,,,
3,"Antoszewski, Lisa M.",false,false,STEM 051,THE BIOLOGY OF CANCER,322,0,A,2024_Spring,BIOL,30,M,12:50:00,12:00:00,W,12:50:00,12:00:00,F,12:50:00,12:00:00,,,,,,,
3,"Yowler, Brian C.",false,false,"Ketler Technological Learning Center, Auditorium",VIROLOGY,325,0,A,2024_Spring,BIOL,25,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Dudt, Jan F.",false,true,STEM 126,EVOLUTIONARY BIOLOGY,326,12,A,2024_Spring,BIOL,24,T,10:45:00,09:30:00,R,10:45:00,09:30:00,,,,,,,,,,
3,"Pazehoski, Kristina O.",false,true,SHAL 316,BIOCHEMISTRY FOR BIOLOGY,334,6,A,2024_Spring,BIOL,35,M,13:50:00,13:00:00,W,13:50:00,13:00:00,F,13:50:00,13:00:00,,,,,,,
4,"Farone, Tracy S.",false,true,SHAL 108  w/multimedia,HUMAN/MAMMALIAN PHYSIOLOGY,346,6,A,2024_Spring,BIOL,55,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
0,"Farone, Tracy S.",true,true,STEM 245,LABORATORY,346,5,L,2024_Spring,BIOL,28,W,16:59:00,15:00:00,,,,,,,,,,"Campagnolo, Enzo R.",,,
0,"Campagnolo, Enzo R.",true,true,STEM 245,LABORATORY,346,1,M,2024_Spring,BIOL,27,R,16:29:00,14:30:00,,,,,,,,,,"Farone, Tracy S.",,,
1,"Campagnolo, Enzo R.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,A,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Pazehoski, Kristina O.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,B,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Wood, Darren",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,C,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Farone, Tracy S.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,D,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Yowler, Brian C.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,370,0,E,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
3,"Wood, Darren",false,true,STEM 126,AQUATIC & FISHERY BIOLOGY,421,10,A,2024_Spring,BIOL,24,T,09:15:00,08:00:00,R,09:15:00,08:00:00,,,,,,,,,,
1,"Pazehoski, Kristina O.",false,false,GCC Main Campus,INDEPENDENT STUDY,460,0,A,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
2,"Antoszewski, Lisa M.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,A,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Pazehoski, Kristina O.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,B,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Wood, Darren",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,C,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Farone, Tracy S.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,D,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Yowler, Brian C.",false,false,GCC Main Campus,INDEPENDENT RESEARCH,470,0,E,2024_Spring,BIOL,0,,,,,,,,,,,,,,,,
1,"Chapman, Jarrett M.",false,true,SHAL 201,SEMINAR FOR BIOLOGY TEACHERS,486,9,A,2024_Spring,BIOL,10,M,13:50:00,13:00:00,,,,,,,,,,,,,
1,"Stauff, Devin Lee",false,false,SHAL 201,SEMINAR IN BIOLOGY,488,0,A,2024_Spring,BIOL,13,W,13:50:00,13:00:00,,,,,,,,,,,,,
1,"Farone, Tracy S.",false,false,SHAL 111,SEMINAR IN BIOLOGY,488,0,B,2024_Spring,BIOL,13,T,14:50:00,14:00:00,,,,,,,,,,,,,
1,"Yowler, Brian C.",false,true,SHAL 216,STUDY: INTRO TO BIOINFORMATICS,490,6,A,2024_Spring,BIOL,15,W,13:50:00,13:00:00,,,,,,,,,,,,,
3,"Foster, Peter Wesley PhD",false,true,STEM 051,GENERAL CHEMISTRY II,112,7,A,2024_Spring,CHEM,48,M,10:50:00,10:00:00,W,10:50:00,10:00:00,F,10:50:00,10:00:00,,,,,,,
3,"Kriley, Charles E.",false,false,STEM 051,GENERAL CHEMISTRY II,112,0,B,2024_Spring,CHEM,48,T,12:15:00,11:00:00,R,12:15:00,11:00:00,,,,,,,,,,
1,"Kriley, Charles E.",false,false,STEM 255,GENERAL CHEMISTRY II LAB,114,0,L,2024_Spring,CHEM,32,W,16:59:00,14:00:00,,,,,,,,,,,,,
1,"Kriley, Charles E.",false,false,STEM 255,GENERAL CHEMISTRY II LAB,114,0,M,2024_Spring,CHEM,33,R,16:59:00,14:00:00,,,,,,,,,,,,,
1,"Wong, Ven Ney",false,true,STEM 255,GENERAL CHEMISTRY II LAB,114,4,N,2024_Spring,CHEM,32,F,16:59:00,14:00:00,,,,,,,,,,,,,
2,"Shaw, Kevin L.",false,true,STEM 155,BEGINNING BIOCHEMISTRY,141,9,A,2024_Spring,CHEM,20,W,16:30:00,14:30:00,,,,,,,,,,,,,
2,"Kriley, Charles E.",false,true,STEM 050,DESC INORG/BIOINORG CHEMISTRY,231,6,A,2024_Spring,CHEM,24,T,10:20:00,09:30:00,R,10:20:00,09:30:00,,,,,,,,,,
4,"Homan, Timothy C.",false,true,SHAL 308,ORGANIC CHEMISTRY II,242,13,A,2024_Spring,CHEM,44,M,09:50:00,09:00:00,W,09:50:00,09:00:00,F,09:50:00,09:00:00,,,,,,,
0,"Homan, Timothy C.",true,true,STEM 226,LABORATORY,242,2,L,2024_Spring,CHEM,12,M,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Homan, Timothy C.",true,true,STEM 226,LABORATORY,242,6,M,2024_Spring,CHEM,12,T,16:59:00,14:00:00,,,,,,,,,,,,,
0,"Cramer, Susan J.",true,false,STEM 226,LABORATORY,242,0,N,2024_Spring,CHEM,10,W,16:59:00,14:00:00,,,,,,,,,,,,,
